v_products_model,v_products_name_1,v_products_description_1,v_products_url_1,v_products_image,v_products_images_image_1,v_products_images_htmlcontent_1,v_products_images_image_2,v_products_images_htmlcontent_2,v_products_images_image_3,v_products_images_htmlcontent_3,v_products_images_image_4,v_products_images_htmlcontent_4,v_products_images_image_5,v_products_images_htmlcontent_5,v_products_images_image_6,v_products_images_htmlcontent_6,v_products_images_image_7,v_products_images_htmlcontent_7,v_products_price,v_products_specials_price,v_products_quantity,v_products_weight,v_date_avail,v_date_added,v_categories_image_1,v_categories_name_1_1,v_categories_image_2,v_categories_name_2_1,v_categories_image_3,v_categories_name_3_1,v_categories_image_4,v_categories_name_4_1,v_categories_image_5,v_categories_name_5_1,v_categories_image_6,v_categories_name_6_1,v_categories_image_7,v_categories_name_7_1,v_manufacturers_name,v_attribute_options_id_1,v_attribute_options_name_1_1,v_attribute_options_id_2,v_attribute_options_name_2_1,v_attribute_options_id_3,v_attribute_options_name_3_1,v_attribute_values_id_3_1,v_attribute_values_name_3_1_1,v_attribute_values_price_3_1,v_attribute_values_id_3_2,v_attribute_values_name_3_2_1,v_attribute_values_price_3_2,v_attribute_values_id_3_3,v_attribute_values_name_3_3_1,v_attribute_values_price_3_3,v_attribute_values_id_3_4,v_attribute_values_name_3_4_1,v_attribute_values_price_3_4,v_attribute_values_id_3_5,v_attribute_values_name_3_5_1,v_attribute_values_price_3_5,v_attribute_options_id_4,v_attribute_options_name_4_1,v_attribute_values_id_4_1,v_attribute_values_name_4_1_1,v_attribute_values_price_4_1,v_attribute_values_id_4_2,v_attribute_values_name_4_2_1,v_attribute_values_price_4_2,v_attribute_values_id_4_3,v_attribute_values_name_4_3_1,v_attribute_values_price_4_3,v_attribute_values_id_4_4,v_attribute_values_name_4_4_1,v_attribute_values_price_4_4,v_attribute_options_id_5,v_attribute_options_name_5_1,v_attribute_values_id_5_1,v_attribute_values_name_5_1_1,v_attribute_values_price_5_1,v_attribute_values_id_5_2,v_attribute_values_name_5_2_1,v_attribute_values_price_5_2,v_tax_class_title,v_status,EOREOR
HPLJ1100XI,Hewlett Packard LaserJet 1100Xi,"HP has always set the pace in laser printing technology. The new generation HP LaserJet 1100 series sets another impressive pace, delivering a stunning 8 pages per minute print speed. The 600 dpi print resolution with HP's Resolution Enhancement technology (REt) makes every document more professional.<br /><br />Enhanced print speed and laser quality results are just the beginning. With 2MB standard memory, HP LaserJet 1100xi users will be able to print increasingly complex pages. Memory can be increased to 18MB to tackle even more complex documents with ease. The HP LaserJet 1100xi supports key operating systems including Windows 3.1, 3.11, 95, 98, NT 4.0, OS/2 and DOS. Network compatibility available via the optional HP JetDirect External Print Servers.<br /><br />HP LaserJet 1100xi also features The Document Builder for the Web Era from Trellix Corp. (featuring software to create Web documents).",www.pandi.hp.com/pandi-db/prodinfo.main?product=laserjet1100,hewlett_packard/lj1100xi.gif,,,,,,,,,,,,,,,499.99,,8,45,,6/2/2014 10:30,category_hardware.gif,Hardware,subcategory_printers.gif,Printers,,,,,,,,,,,Hewlett Packard,1,Color,2,Size,3,Model,5,Value,,6,Premium,,7,Deluxe,,8,PS/2,,9,USB,,4,Memory,1,4 mb,,2,8 mb,,3,16 mb,,4,32 mb,,5,Version,10,Download: Windows - English,,13,Box: Windows - English,,Taxable Goods,Active,EOREOR
GT-P1000,Samsung Galaxy Tab,"<p>Powered by a Cortex A8 1.0GHz application processor, the Samsung GALAXY Tab is designed to deliver high performance whenever and wherever you are. At the same time, HD video contents are supported by a wide range of multimedia formats (DivX, XviD, MPEG4, H.263, H.264 and more), which maximizes the joy of entertainment.</p><p>With 3G HSPA connectivity, 802.11n Wi-Fi, and Bluetooth 3.0, the Samsung GALAXY Tab enhances users' mobile communication on a whole new level. Video conferencing and push email on the large 7-inch display make communication more smooth and efficient. For voice telephony, the Samsung GALAXY Tab turns out to be a perfect speakerphone on the desk, or a mobile phone on the move via Bluetooth headset.</p>",http://galaxytab.samsungmobile.com,samsung/galaxy_tab.gif,samsung/galaxy_tab_1.jpg,,samsung/galaxy_tab_2.jpg,,samsung/galaxy_tab_3.jpg,,samsung/galaxy_tab_4.jpg,"<object type=""application/x-shockwave-flash"" width=""640"" height=""385"" data=""http://www.youtube.com/v/tAbsmHMAhrQ?fs=1&amp;autoplay=1""><param name=""movie"" value=""http://www.youtube.com/v/tAbsmHMAhrQ?fs=1&amp;autoplay=1"" /><param name=""allowFullScreen"" value=""true"" /><param name=""allowscriptaccess"" value=""always"" /><param name=""wmode"" value=""transparent"" /></object>",,,,,,,749.99,,100,1,,6/2/2014 10:30,category_gadgets.png,Gadgets,,,,,,,,,,,,,Samsung,1,Color,2,Size,3,Model,5,Value,,6,Premium,,7,Deluxe,,8,PS/2,,9,USB,,4,Memory,1,4 mb,,2,8 mb,,3,16 mb,,4,32 mb,,5,Version,10,Download: Windows - English,,13,Box: Windows - English,,Taxable Goods,Active,EOREOR
Fan,23.R4F02.001,24GB SSD Drive,,,,,,,,,,,,,,,,,25,,100,1,,6/2/2014 10:30,,FAN,,ACER,,ACER FAN,,,,,,,,,ACER,1,Color,2,Size,3,Model,5,Value,,6,Premium,,7,Deluxe,,8,PS/2,,9,USB,,4,Memory,1,4 mb,,2,8 mb,,3,16 mb,,4,32 mb,,5,Version,10,Download: Windows - English,,13,Box: Windows - English,,Taxable Goods,Active,EOREOR
Fan,23.M03N2.001,Satellite L850 Palmrest,,,,,,,,,,,,,,,,,25,,100,1,,6/2/2014 10:30,,FAN,,ACER,,ACER FAN,,,,,,,,,ACER,1,Color,2,Size,3,Model,5,Value,,6,Premium,,7,Deluxe,,8,PS/2,,9,USB,,4,Memory,1,4 mb,,2,8 mb,,3,16 mb,,4,32 mb,,5,Version,10,Download: Windows - English,,13,Box: Windows - English,,Taxable Goods,Active,EOREOR
LCD bezel,60.M8EN2.005,,,,,,,,,,,,,,,,,,25,,100,1,,6/2/2014 10:30,,FRONT BEZEL,,ACER,,ACER FRONT BEZEL,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD bezel,60.M09N2.007,,,,,,,,,,,,,,,,,,25,,100,1,,6/2/2014 10:30,,FRONT BEZEL,,ACER,,ACER FRONT BEZEL,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
RAM,KN.4GB07.001,,,,,,,,,,,,,,,,,,25,,100,1,,6/2/2014 10:30,bezel.gif,RAM,,ACER,,ACER RAM,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD cover,60.RR907.004,,,,,,,,,,,,,,,,,,27,,100,1,,6/2/2014 10:30,category_bezel.gif,LCD BACK COVER,,ACER,,ACER LCD BACK COVER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD cover,60.MEZN2.003,,,,,,,,,,,,,,,,,,27,,100,1,,6/2/2014 10:30,,LCD BACK COVER,,ACER,,ACER LCD BACK COVER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD cover,60.M09N2.005,,,,,,,,,,,,,,,,,,27,,100,1,,6/2/2014 10:30,,LCD BACK COVER,,ACER,,ACER LCD BACK COVER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
SIDE BEZEL,42.VEDD5.002,,,,,,,,,,,,,,,,,,30,,100,1,,6/2/2014 10:30,,SWITCH COVER,,ACER,,ACER SWITCH COVER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Keyboard,NK.I1713.02N,,,,,,,,,,,,,,,,,,35,,100,1,,6/2/2014 10:30,,KEYBOARD ENGLISH,,ACER,,ACER KEYBOARD US,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Keyboard,N2ABZY000152,,,,,,,,,,,,,,,,,,35,,100,1,,6/2/2014 10:30,,KEYBOARD ENGLISH,,ACER,,ACER KEYBOARD US,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
KEYBOARD,KB.I170A.170,,,,,,,,,,,,,,,,,,35,,100,1,,6/2/2014 10:30,,KEYBOARD ENGLISH,,ACER,,ACER KEYBOARD US,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Power Cord,27.RJW02.015,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,ACER,,ACER ADAPTER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
AC Adapter,AP.09003.021,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,ACER,,ACER ADAPTER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
AC Adapter,AP.06501.033,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,ACER,,ACER ADAPTER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
AC Adapter,AP.06501.026,,,,,,,,,,,,,,,,,,39,,100,1,,6/2/2014 10:30,,ADAPTER,,ACER,,ACER ADAPTER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
USB Board,55.R4F02.002,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
TouchPad Module,56.M48N1.001,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Touchpad module,56.M2DN1.001,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
TouchPad Bracket,60.M2DN1.006,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Right speaker,23.M09N2.002,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Power board,55.M09N2.001,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Mic set,23.M09N2.001,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Left Speaker,23.M09N2.003,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
DC-in jack,50.RYNN5.002,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
DC - IN Cable 65W,50.M09N2.002,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Antenna main,50.M09N2.003,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Antenna aux,50.M09N2.004,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Uppercase,60.MEZN2.001,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,PALMREST,,ACER,,ACER PALMREST,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Uppercase,60.M09N2.001,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,PALMREST,,ACER,,ACER PALMREST,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Uppercase,60.M03N2.002,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,PALMREST,,ACER,,ACER PALMREST,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Upper Case,60.R4F02.001,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,PALMREST,,ACER,,ACER PALMREST,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Trackpad / Topcase,60.RR907.001,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,PALMREST,,ACER,,ACER PALMREST,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
TCA,60.PTC01.002,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,PALMREST,,ACER,,ACER PALMREST,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Palmrest,60.M03N2.001,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,PALMREST,,ACER,,ACER PALMREST,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Wireless Card,NI.23600.085,,,,,,,,,,,,,,,,,,45,,100,1,,6/2/2014 10:30,,WIFI,,ACER,,ACER WIFI,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD bracket,33.M09N2.003,,,,,,,,,,,,,,,,,,50,,100,1,,6/2/2014 10:30,,HINGE PAIR,,ACER,,ACER HINGE PAIR,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Thernal Module,60.R4F02.006,,,,,,,,,,,,,,,,,,50,,100,1,,6/2/2014 10:30,,THERMAL MODULE,,ACER,,ACER THERMAL MODULE,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Thermal module,60.M2DN1.003,,,,,,,,,,,,,,,,,,50,,100,1,,6/2/2014 10:30,,THERMAL MODULE,,ACER,,ACER THERMAL MODULE,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Optical Drive Bezel,42.WBM01.003,,,,,,,,,,,,,,,,,,60,,100,1,,6/2/2014 10:30,,DVD,,ACER,,ACER DVD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Optical Drive,KU.0088DD.055,,,,,,,,,,,,,,,,,,60,,100,1,,6/2/2014 10:30,,DVD,,ACER,,ACER DVD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Battery,BT.00607.123,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,ACER,,ACER BATTERY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Battery,BT.00603.124,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,ACER,,ACER BATTERY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Battery,BT.00603.111,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,ACER,,ACER BATTERY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Battery,BT.00603.076,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,ACER,,ACER BATTERY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Battery,BT.00603.042,,,,,,,,,,,,,,,,,,65,,100,1,,6/2/2014 10:30,,BATTERY,,ACER,,ACER BATTERY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Uniload door,60.M03N2.005,,,,,,,,,,,,,,,,,,70,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
SLIM HDD,KH.500001.030,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ACER,,ACER HDD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
SLIM HARD DISK ACER,KH.50001.030,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ACER,,ACER HDD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard drive,KH.75008.011,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ACER,,ACER HDD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,KH.64008.004,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ACER,,ACER HDD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Hard Drive,KH.50001.011,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,HDD,,ACER,,ACER HDD,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
System discs,FD.NJRA0.0D1,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Recovery discs,FD.NJRA0.0D5,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Language discs,FP.XENXP.120,,,,,,,,,,,,,,,,,,80,,100,1,,6/2/2014 10:30,,OTHER,,ACER,,ACER OTHER,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Keyboard,KB.I170A.412,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,ACER,,ACER KEYBOARD BIL,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Keyboard,60.M4YN1.029,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,ACER,,ACER KEYBOARD BIL,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Key Board,KB.I170A.174,,,,,,,,,,,,,,,,,,85,,100,1,,6/2/2014 10:30,,KEYBOARD BILINGUAL,,ACER,,ACER KEYBOARD BIL,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Lowercase,60.MEPN2.001,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,ACER,,ACER BASE,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Lower case,60.M09N2.002,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,ACER,,ACER BASE,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
base cover,60.r4f02.002,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,ACER,,ACER BASE,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
Base assembly,60.M03N2.003,,,,,,,,,,,,,,,,,,125,,100,1,,6/2/2014 10:30,,BASE,,ACER,,ACER BASE,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LED Display,LK.15608.018,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LED / LCD,LK.13305.004,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD panel,LK.15605.019,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD panel,KL.15608.003,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD panel,KL.15605.015,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD panel,KL.15605.013,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
lcd panel,kl.15605.001,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,6M.M09N2.002,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD Panel,60.PW501.005,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
"LCD 14""",LK.14005.010,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD / LED,LK.1560D.010,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD / LED,LK.10105.002,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD - LED Module,6M.M0MN5.001,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
LCD,LK.15605.027,,,,,,,,,,,,,,,,,,135,,100,1,,6/2/2014 10:30,,LCD PANEL ONLY,,ACER,,ACER LCD PANEL ONLY,,,,,,,,,ACER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxable Goods,Active,EOREOR
